plate,row,column ,genotype,BZT,microbe,Salt,BZT,0.FN,2.FN,4.FN,6.FN,8.FN,10.FN,unfixed.error,note
42.II,C,5,HBE,0,-,S,,2,2,6,5,5,5,,
42.II,C,6,Nnq,0,-,S,,2,2,4,2,3,3,,
42.II,D,1,CnP,B,-,0,,2,2,5,7,6,6,,
42.II,D,2,Trr,B,-,0,,2,2,4,4,4,5,,
42.II,D,3,Trr,B,-,0,,2,2,4,4,3,3,,
42.II,D,4,Cmb,B,-,0,,2,4,5,5,5,5,,
42.II,D,5,HBE,B,-,0,,2,2,4,4,5,4,,
42.II,D,6,Nnq,B,-,0,,4,3,2,1,2,1,,
43.I,A,1,AjD,0,+,0,,3,4,6,6,4,7,,
43.I,A,2,SHB,0,+,0,,2,4,4,6,6,9,,
43.I,A,3,EPP,0,+,0,,3,3,2,3,3,3,,
43.I,A,4,Kls,0,+,0,,3,3,6,7,8,10,,
43.I,A,5,Sgb,0,+,0,,2,2,1,1,1,1,,
43.I,A,6,Bxh,0,+,0,,5,5,8,10,7,10,,
43.I,B,1,AjD,0,-,0,,2,3,6,6,6,7,,
43.I,B,2,SHB,0,-,0,,2,2,3,6,7,7,,
43.I,B,3,EPP,0,-,0,,2,2,2,2,3,2,,
43.I,B,4,Kls,0,-,0,,3,3,5,7,7,7,,
43.I,B,5,Sgb,0,-,0,,3,3,1,1,1,1,,
43.I,B,6,Bxh,0,-,0,,5,5,5,6,6,7,,
43.I,C,1,AjD,B,-,S,,2,4,6,7,6,7,,
43.I,C,2,SHB,B,-,S,,2,3,3,4,6,6,,
43.I,C,3,EPP,B,-,S,,2,2,2,2,2,2,,
43.I,C,4,Kls,B,-,S,,3,5,5,7,7,7,,
43.I,C,5,Sgb,B,-,S,,3,2,2,1,2,2,,
43.I,C,6,Bxh,B,-,S,,2,2,2,2,2,2,,
43.I,D,1,AjD,B,+,S,,2,2,2,3,3,6,,
43.I,D,2,SHB,B,+,S,,2,4,4,6,7,7,,
43.I,D,3,EPP,B,+,S,,2,3,3,4,4,2,,
43.I,D,4,Kls,B,+,S,,2,3,4,4,4,4,,
43.I,D,5,Sgb,B,+,S,,1,1,1,1,1,1,,
43.I,D,6,Bxh,B,+,S,,2,3,4,5,5,8,,
43.II,A,1,AjD,0,+,S,,2,4,5,5,6,6,,
43.II,A,2,SHB,0,+,S,,2,4,4,5,5,6,,
43.II,A,3,EPP,0,+,S,,2,3,3,3,2,3,,
43.II,A,4,Kls,0,+,S,,2,3,4,6,6,5,,
43.II,A,5,Sgb,0,+,S,,2,2,2,1,1,0,,
43.II,A,6,Bxh,0,+,S,,2,3,2,4,4,5,,
43.II,B,1,AjD,B,-,0,,2,2,4,5,4,4,,
43.II,B,2,SHB,B,-,0,,2,2,3,3,3,2,,
43.II,B,3,EPP,B,-,0,,2,2,1,1,1,1,,
43.II,B,4,Kls,B,-,0,,1,2,2,2,3,3,,
43.II,B,5,Sgb,B,-,0,,2,2,1,1,1,1,,
43.II,B,6,Bxh,B,-,0,,3,3,2,2,2,2,,
43.II,C,1,AjD,B,+,0,,2,2,6,6,5,5,,
43.II,C,2,SHB,B,+,0,,3,3,3,5,5,5,,
43.II,C,3,EPP,B,+,0,,2,2,3,3,3,3,,
43.II,C,4,Kls,B,+,0,,2,2,2,2,2,2,,
43.II,C,5,Sgb,B,+,0,,2,2,2,2,2,2,,
43.II,C,6,Bxh,B,+,0,,2,3,3,3,4,3,,
43.II,D,1,AjD,0,-,S,,2,2,2,3,2,3,,
43.II,D,2,SHB,0,-,S,,2,2,2,4,5,4,,
43.II,D,3,EPP,0,-,S,,2,2,1,2,2,2,,
43.II,D,4,Kls,0,-,S,,1,2,4,5,5,6,,
43.II,D,5,Sgb,0,-,S,,3,3,2,2,3,1,,
43.II,D,6,Bxh,0,-,S,,3,2,2,3,3,3,,
44.I,A,1,McT,0,-,S,,3,4,7,7,7,7,,
44.I,A,2,KSR,0,-,S,,4,7,5,5,5,5,,
44.I,A,3,SHB,0,-,S,,3,5,3,4,5,5,,
44.I,A,4,WDf,0,-,S,,2,3,4,7,4,3,,
44.I,A,5,McT,0,-,S,,2,5,5,5,9,9,,
44.I,A,6,Wld,0,-,S,,2,3,3,5,6,5,,
44.I,B,1,McT,B,-,S,,2,2,4,5,5,5,,
44.I,B,2,KSR,B,-,S,,4,4,6,5,5,5,,
44.I,B,3,SHB,B,-,S,,2,3,4,8,8,7,,
44.I,B,4,WDf,B,-,S,,4,2,3,2,3,3,,
44.I,B,5,McT,B,-,S,,2,3,3,4,4,4,,
44.I,B,6,Wld,B,-,S,,5,5,5,8,8,8,,
44.I,C,1,McT,0,+,S,,2,4,2,3,3,3,,
44.I,C,2,KSR,0,+,S,,3,5,5,5,3,2,,
44.I,C,3,SHB,0,+,S,,2,4,4,6,6,7,,
44.I,C,4,WDf,0,+,S,,2,4,4,5,5,5,,
44.I,C,5,McT,0,+,S,,2,2,3,5,5,5,,
44.I,C,6,Wld,0,+,S,,4,2,4,5,4,4,,
44.I,D,1,McT,B,-,0,,2,2,3,6,6,5,,
44.I,D,2,KSR,B,-,0,,2,2,3,4,3,4,,
44.I,D,3,SHB,B,-,0,,2,2,4,6,7,5,,
44.I,D,4,WDf,B,-,0,,2,2,2,1,3,3,,
44.I,D,5,McT,B,-,0,,2,2,3,3,2,2,,
44.I,D,6,Wld,B,-,0,,2,2,4,3,6,6,,
44.II,A,1,McT,B,+,S,,2,2,3,6,8,7,,
44.II,A,2,KSR,B,+,S,,3,4,6,4,4,4,,
44.II,A,3,SHB,B,+,S,,2,2,4,5,6,5,,
44.II,A,4,WDf,B,+,S,,3,3,2,2,0,0,,
44.II,A,5,McT,B,+,S,,2,2,4,5,7,7,,
44.II,A,6,Wld,B,+,S,,2,2,3,3,4,4,,
44.II,B,1,McT,B,+,0,,2,4,7,7,9,7,,
44.II,B,2,KSR,B,+,0,,2,3,3,3,4,4,,
44.II,B,3,SHB,B,+,0,,3,3,6,7,12,11,,
44.II,B,4,WDf,B,+,0,,3,3,3,3,3,3,,
44.II,B,5,McT,B,+,0,,4,4,5,6,8,8,,
44.II,B,6,Wld,B,+,0,,2,2,2,3,7,5,,
44.II,C,1,McT,0,-,0,,4,4,4,3,3,3,,
44.II,C,2,KSR,0,-,0,,3,4,4,3,3,3,,
44.II,C,3,SHB,0,-,0,,2,3,3,5,6,6,,
44.II,C,4,WDf,0,-,0,,2,2,2,1,3,2,,
44.II,C,5,McT,0,-,0,,2,2,4,6,10,11,,
44.II,C,6,Wld,0,-,0,,3,3,3,4,5,6,,
44.II,D,1,McT,0,+,0,,2,4,4,4,7,8,,
44.II,D,2,KSR,0,+,0,,4,5,5,5,9,8,,
44.II,D,3,SHB,0,+,0,,2,2,3,4,6,9,,
44.II,D,4,WDf,0,+,0,,3,3,2,3,4,8,,
44.II,D,5,McT,0,+,0,,3,4,6,9,15,17,,
44.II,D,6,Wld,0,+,0,,2,2,1,1,1,2,,
45.I,A,1,McC,B,-,0,,2,4,5,10,10,10,,
45.I,A,2,RgP,B,-,0,,4,4,5,9,8,8,,
45.I,A,3,AjD,B,-,0,,4,4,8,8,10,8,,
45.I,A,4,Brd,B,-,0,,3,3,2,3,3,3,,
45.I,A,5,Bxh,B,+,0,,2,2,2,4,4,4,,meant to be minus accidentally became plus micr at setup
45.I,A,6,Bxh,B,+,0,,3,3,4,5,7,8,,meant to be minus accidentally became plus micr at setup
45.I,B,1,McC,B,-,S,,2,2,3,5,5,5,,
45.I,B,2,RgP,B,-,S,,2,2,3,3,3,3,,
45.I,B,3,AjD,B,-,S,,2,2,2,3,3,4,,
45.I,B,4,Brd,B,-,S,,3,2,2,3,3,3,,
45.I,B,5,Bxh,B,-,S,,3,2,2,3,3,3,,
45.I,B,6,Bxh,B,-,S,,3,3,3,6,5,5,,
45.I,C,1,McC,B,+,0,,3,5,4,9,9,9,,
45.I,C,2,RgP,B,+,0,,3,3,3,5,4,5,,
45.I,C,3,AjD,B,+,0,,1,2,2,6,6,6,,
45.I,C,4,Brd,B,+,0,,2,3,2,4,4,4,,
45.I,C,5,Bxh,B,-,0,,2,2,2,2,2,2,,meant to be plus shifted to minus to compensate setup error
45.I,C,6,Bxh,B,-,0,,3,3,4,4,4,4,,meant to be plus shifted to minus to compensate setup error
45.I,D,1,McC,0,+,S,,2,2,2,1,1,2,,
45.I,D,2,RgP,0,+,S,,3,2,4,6,6,7,,
45.I,D,3,AjD,0,+,S,,3,4,4,7,7,9,,
45.I,D,4,Brd,0,+,S,,3,3,3,3,4,4,,
45.I,D,5,Bxh,0,+,S,,3,3,4,6,5,9,,
45.I,D,6,Bxh,0,+,S,,3,3,4,8,7,6,,
45.II,A,1,McC,B,+,S,,2,4,5,6,6,8,,
45.II,A,2,RgP,B,+,S,,2,3,3,3,4,6,,
45.II,A,3,AjD,B,+,S,,3,3,6,8,6,6,,
45.II,A,4,Brd,B,+,S,,2,3,4,4,4,6,,
45.II,A,5,Bxh,B,+,S,,3,3,5,8,10,14,,
45.II,A,6,Bxh,B,+,S,,2,3,5,7,5,8,,
45.II,B,1,McC,0,-,S,,2,2,3,3,3,3,,
45.II,B,2,RgP,0,-,S,,4,3,3,4,6,8,,
45.II,B,3,AjD,0,-,S,,2,4,3,8,9,9,,
45.II,B,4,Brd,0,-,S,,3,4,3,4,4,4,,
45.II,B,5,Bxh,0,-,S,,3,3,6,6,6,9,,
45.II,B,6,Bxh,0,-,S,,2,2,1,1,1,2,,
45.II,C,1,McC,0,+,0,,3,3,6,6,6,8,,
45.II,C,2,RgP,0,+,0,,3,2,3,6,6,10,,
45.II,C,3,AjD,0,+,0,,2,2,3,4,4,5,,
45.II,C,4,Brd,0,+,0,,3,3,3,3,4,5,,
45.II,C,5,Bxh,0,+,0,,2,4,4,6,5,6,,
45.II,C,6,Bxh,0,+,0,,3,2,5,7,8,9,,
45.II,D,1,McC,0,-,0,,2,2,2,3,5,5,,
45.II,D,2,RgP,0,-,0,,3,3,4,4,5,6,,
45.II,D,3,AjD,0,-,0,,2,4,3,8,8,10,,
45.II,D,4,Brd,0,-,0,,3,2,3,4,2,3,,
45.II,D,5,Bxh,0,-,0,,2,2,4,8,8,8,,
45.II,D,6,Bxh,0,-,0,,3,3,4,5,5,5,,
46.I,A,1,McC,B,-,S,,3,4,4,5,6,8,,
46.I,A,2,AjD,B,-,S,,4,4,5,5,7,8,,
46.I,A,3,Stn,B,-,S,,2,3,4,5,6,6,,
46.I,A,4,Swn,B,-,S,,3,3,2,3,3,6,,
46.I,A,5,RgP,B,-,S,,2,3,5,5,5,9,,
46.I,A,6,Scg,B,-,S,,3,6,6,5,6,10,,
46.I,B,1,McC,0,-,S,,2,2,4,5,4,4,,
46.I,B,2,AjD,0,-,S,,3,6,6,9,9,9,,
46.I,B,3,Stn,0,-,S,,2,2,2,5,5,7,,
46.I,B,4,Swn,0,-,S,,2,2,2,2,2,2,,
46.I,B,5,RgP,0,-,S,,4,4,4,3,2,3,,
46.I,B,6,Scg,0,-,S,,3,3,3,4,4,4,,
46.I,C,1,McC,B,-,0,,2,2,4,3,4,4,,
46.I,C,2,AjD,B,-,0,,3,3,5,5,5,5,,
46.I,C,3,Stn,B,-,0,,2,2,2,2,2,2,,
46.I,C,4,Swn,B,-,0,,3,3,3,3,3,3,,
46.I,C,5,RgP,B,-,0,,2,2,3,4,4,3,,
46.I,C,6,Scg,B,-,0,,2,3,4,3,2,5,,
46.I,D,1,McC,0,+,0,,2,2,6,4,4,4,,
46.I,D,2,AjD,0,+,0,,2,3,3,4,2,3,,
46.I,D,3,Stn,0,+,0,,2,4,4,3,4,4,,
46.I,D,4,Swn,0,+,0,,3,3,2,2,2,2,,
46.I,D,5,RgP,0,+,0,,2,2,3,2,1,2,,
46.I,D,6,Scg,0,+,0,,2,3,2,2,1,1,,
46.II,A,1,McC,0,-,0,,2,3,5,5,5,5,,
46.II,A,2,AjD,0,-,0,,2,3,3,4,4,4,,
46.II,A,3,Stn,0,-,0,,2,6,8,8,6,8,,
46.II,A,4,Swn,0,-,0,,2,2,1,2,2,2,,
46.II,A,5,RgP,0,-,0,,2,2,2,1,1,1,,
46.II,A,6,Scg,0,-,0,,2,2,3,2,2,2,,
46.II,B,1,McC,B,+,S,,2,2,2,3,2,2,,
46.II,B,2,AjD,B,+,S,,2,2,2,3,3,3,,
46.II,B,3,Stn,B,+,S,,2,3,2,3,2,2,,
46.II,B,4,Swn,B,+,S,,2,1,1,1,1,1,,
46.II,B,5,RgP,B,+,S,,4,4,4,5,4,4,,
46.II,B,6,Scg,B,+,S,,2,2,3,4,4,6,,
46.II,C,1,McC,0,+,S,,2,3,3,4,3,4,,
46.II,C,2,AjD,0,+,S,,2,2,2,2,2,2,,
46.II,C,3,Stn,0,+,S,,4,4,3,2,1,2,,
46.II,C,4,Swn,0,+,S,,3,3,2,2,2,3,,
46.II,C,5,RgP(Scg),0,+,S,,2,2,2,2,1,1,ERROR,ERROR received both Rgp and Scg microbes though only Rgp intended
46.II,C,6,Scg,0,+,S,,2,2,2,2,1,2,,
46.II,D,1,McC,B,+,0,,3,4,5,5,4,5,,
46.II,D,2,AjD,B,+,0,,2,4,3,3,3,4,,
46.II,D,3,Stn,B,+,0,,2,3,5,4,4,4,,
46.II,D,4,Swn,B,+,0,,2,2,2,1,1,0,,
46.II,D,5,RgP,B,+,0,,3,4,4,4,6,5,,
46.II,D,6,Scg,B,+,0,,2,4,4,5,5,8,,
47.I,A,1,Aqt,B,-,0,,2,2,4,4,4,5,,
47.I,A,2,Rtt,B,-,0,,3,4,5,6,4,5,,
47.I,A,3,Scg,B,-,0,,2,2,2,3,3,3,,
47.I,A,4,Swn,B,-,0,,4,4,4,3,3,3,,
47.I,A,5,Lyt,B,-,0,,3,3,4,4,9,9,,
47.I,A,6,Lgy,B,-,0,,4,5,8,14,12,13,,
47.I,B,1,Aqt,B,-,S,,2,2,4,4,4,4,,
47.I,B,2,Rtt,B,-,S,,2,3,5,5,4,6,,
47.I,B,3,Scg,B,-,S,,2,3,6,6,4,6,,
47.I,B,4,Swn,B,-,S,,3,3,2,3,3,2,,
47.I,B,5,Lyt,B,-,S,,3,2,4,5,6,6,,
47.I,B,6,Lgy,B,-,S,,3,4,8,8,8,10,,
47.I,C,1,Aqt,0,+,S,,2,3,4,5,5,4,,
47.I,C,2,Rtt,0,+,S,,2,3,3,4,4,4,,
47.I,C,3,Scg,0,+,S,,2,2,2,1,0,0,,
47.I,C,4,Swn,0,+,S,,3,3,2,2,4,2,,
47.I,C,5,Lyt,0,+,S,,3,4,6,7,6,9,,
47.I,C,6,Lgy,0,+,S,,4,4,3,3,3,5,,
47.I,D,1,Aqt,0,-,0,,3,2,4,3,5,5,,
47.I,D,2,Rtt,0,-,0,,3,4,8,8,8,8,,
47.I,D,3,Scg,0,-,0,,2,2,3,1,1,2,,
47.I,D,4,Swn,0,-,0,,3,1,1,1,2,2,,
47.I,D,5,Lyt,0,-,0,,2,3,3,5,6,6,,
47.I,D,6,Lgy,0,-,0,,3,4,6,6,6,6,,
47.II,A,1,Aqt,0,-,S,,3,4,4,4,5,5,,
47.II,A,2,Rtt,0,-,S,,3,4,5,8,7,8,,
47.II,A,3,Scg,0,-,S,,2,2,3,5,4,5,,
47.II,A,4,Swn,0,-,S,,3,3,4,3,3,3,,
47.II,A,5,Lyt,0,-,S,,2,3,5,5,8,10,,
47.II,A,6,Lgy,0,-,S,,2,3,5,5,6,6,,
47.II,B,1,Aqt,0,+,0,,2,2,5,4,5,5,,
47.II,B,2,Rtt,0,+,0,,3,4,4,6,7,6,,
47.II,B,3,Scg,0,+,0,,2,2,3,4,5,5,,
47.II,B,4,Swn,0,+,0,,3,3,2,2,4,1,,
47.II,B,5,Lyt,0,+,0,,2,3,4,8,8,8,,
47.II,B,6,Lgy,0,+,0,,3,4,4,6,7,8,,
47.II,C,1,Aqt,B,+,S,,2,4,7,7,7,7,,
47.II,C,2,Rtt,B,+,S,,2,3,6,6,6,6,,
47.II,C,3,Scg,B,+,S,,3,4,4,6,6,5,,
47.II,C,4,Swn,B,+,S,,2,2,1,2,2,2,,
47.II,C,5,Lyt,B,+,S,,3,2,4,8,9,10,,
47.II,C,6,Lgy,B,+,S,,4,3,4,5,7,11,,
47.II,D,1,Aqt,B,+,0,,2,2,3,4,4,3,,
47.II,D,2,Rtt,B,+,0,,2,2,4,6,7,7,,
47.II,D,3,Scg,B,+,0,,3,2,2,3,4,2,,
47.II,D,4,Swn,B,+,0,,1,1,1,1,2,2,,
47.II,D,5,Lyt,B,+,0,,2,2,5,6,8,11,,
47.II,D,6,Lgy,B,+,0,,3,5,5,5,8,9,,
48.I,A,1,EPP,B,-,0,,3,3,1,3,4,2,,
48.I,A,2,Kls,B,-,0,,2,3,5,6,5,6,,
48.I,A,3,Swn,B,-,0,,2,3,1,1,2,1,,
48.I,A,4,Wlp,B,-,0,,3,4,2,3,3,1,,
48.I,A,5,UTM,B,-,0,,4,5,4,6,9,10,,
48.I,A,6,AjD,B,-,0,,3,4,4,2,2,2,,
48.I,B,1,EPP,B,+,S,,3,3,2,1,3,1,,
48.I,B,2,Kls,B,+,S,,3,4,5,7,8,8,,
48.I,B,3,Swn,B,+,S,,3,3,1,1,1,2,,
48.I,B,4,Wlp,B,+,S,,4,4,3,3,3,3,,
48.I,B,5,UTM,B,+,S,,3,4,4,4,4,4,,
48.I,B,6,AjD,B,+,S,,3,5,5,6,6,6,,
48.I,C,1,EPP,0,-,S,,3,2,1,2,2,1,,
48.I,C,2,Kls,0,-,S,,2,4,4,6,6,6,,
48.I,C,3,Swn,0,-,S,,1,1,1,1,2,2,,
48.I,C,4,Wlp,0,-,S,,3,3,3,2,2,2,,
48.I,C,5,UTM,0,-,S,,2,3,4,5,5,6,,
48.I,C,6,AjD,0,-,S,,4,5,6,6,6,5,,
48.I,D,1,EPP,B,-,S,,2,2,2,2,3,1,,
48.I,D,2,Kls,B,-,S,,3,3,4,7,10,9,,
48.I,D,3,Swn,B,-,S,,2,2,1,1,4,0,,
48.I,D,4,Wlp,B,-,S,,2,6,6,4,4,3,,
48.I,D,5,UTM,B,-,S,,2,3,3,4,5,4,,
48.I,D,6,AjD,B,-,S,,2,2,2,3,3,2,,
48.II,A,1,EPP,0,+,0,,2,2,2,2,2,0,,
48.II,A,2,Kls,0,+,0,,2,4,4,6,9,9,,
48.II,A,3,Swn,0,+,0,,2,1,1,1,1,1,,
48.II,A,4,Wlp,0,+,0,,2,3,4,4,5,4,,
48.II,A,5,UTM,0,+,0,,2,4,4,4,4,4,,
48.II,A,6,AjD,0,+,0,,2,4,6,6,4,4,,
48.II,B,1,EPP,B,+,0,,2,3,4,5,5,5,,
48.II,B,2,Kls,B,+,0,,1,1,2,2,2,2,,
48.II,B,3,Swn,B,+,0,,3,2,2,2,2,2,,
48.II,B,4,Wlp,B,+,0,,4,4,4,4,5,5,,
48.II,B,5,UTM,B,+,0,,2,2,3,3,2,2,,
48.II,B,6,AjD,B,+,0,,3,4,4,6,6,5,,
48.II,C,1,EPP,0,-,0,,2,1,2,2,2,1,,
48.II,C,2,Kls,0,-,0,,2,3,3,5,4,5,,
48.II,C,3,Swn,0,-,0,,2,1,1,2,1,0,,
48.II,C,4,Wlp,0,-,0,,3,4,6,8,8,8,,
48.II,C,5,UTM,0,-,0,,2,4,4,5,5,5,,
48.II,C,6,AjD,0,-,0,,2,1,3,3,3,3,,
48.II,D,1,EPP,0,+,S,,2,1,1,1,2,0,,
48.II,D,2,Kls,0,+,S,,3,2,2,3,3,3,,
48.II,D,3,Swn,0,+,S,,2,1,1,0,0,0,,
48.II,D,4,Wlp,0,+,S,,2,2,2,2,2,2,,
48.II,D,5,UTM,0,+,S,,2,4,6,6,6,5,,
48.II,D,6,AjD,0,+,S,,2,4,4,5,3,3,,
49.I,A,1,Wld,0,-,0,,2,4,3,8,8,5,,
49.I,A,2,Mnt,0,-,0,,2,3,3,4,5,4,,
49.I,A,3,WDf,0,-,0,,3,4,3,1,1,2,,
49.I,A,4,Rtt,0,-,0,,2,2,3,4,5,5,,
49.I,A,5,Mck,0,-,0,,2,3,4,6,7,7,,
49.I,A,6,Brk,0,-,0,,2,2,3,4,4,6,,
49.I,B,1,Wld,B,+,0,,2,3,4,3,4,5,,
49.I,B,2,Mnt,B,+,0,,3,3,3,3,4,2,,
49.I,B,3,WDf,B,+,0,,2,2,1,2,4,4,,
49.I,B,4,Rtt,B,+,0,,2,4,4,7,7,7,,
49.I,B,5,Mck,B,+,0,,2,3,3,3,3,4,,
49.I,B,6,Brk,B,+,0,,2,3,4,4,4,5,,
49.I,C,1,Wld,B,-,S,,3,4,4,9,10,9,,
49.I,C,2,Mnt,B,-,S,,2,3,3,4,3,6,,
49.I,C,3,WDf,B,-,S,,4,4,4,4,4,4,,
49.I,C,4,Rtt,B,-,S,,2,3,3,4,5,5,,
49.I,C,5,Mck,B,-,S,,3,4,8,8,8,8,,
49.I,C,6,Brk,B,-,S,,2,3,2,5,7,6,,
49.I,D,1,Wld,0,-,S,,2,2,3,4,4,4,,
49.I,D,2,Mnt,0,-,S,,3,4,5,3,2,3,,
49.I,D,3,WDf,0,-,S,,2,3,3,3,1,2,,
49.I,D,4,Rtt,0,-,S,,3,3,4,6,5,5,,
49.I,D,5,Mck,0,-,S,,2,4,3,4,4,4,,
49.I,D,6,Brk,0,-,S,,2,2,2,2,2,3,,
49.II,A,1,Wld,B,+,S,,4,4,4,6,8,7,,
49.II,A,2,Mnt,B,+,S,,2,3,3,5,5,3,,
49.II,A,3,WDf,B,+,S,,2,5,5,6,6,9,,
49.II,A,4,Rtt,B,+,S,,3,5,8,6,8,8,,
49.II,A,5,Mck,B,+,S,,3,4,3,3,3,3,,
49.II,A,6,Brk,B,+,S,,2,2,3,4,4,7,,
49.II,B,1,Wld,0,+,0,,2,3,2,2,3,4,,
49.II,B,2,Mnt,0,+,0,,2,3,3,3,2,3,,
49.II,B,3,WDf,0,+,0,,2,3,4,4,6,6,,
49.II,B,4,Rtt,0,+,0,,2,4,3,5,5,6,,
49.II,B,5,Mck,0,+,0,,4,4,3,3,3,5,,
49.II,B,6,Brk,0,+,0,,2,2,3,3,3,5,,
49.II,C,1,Wld,0,+,S,,4,4,5,3,3,5,,
49.II,C,2,Mnt,0,+,S,,2,3,2,2,2,3,,
49.II,C,3,WDf,0,+,S,,3,3,2,3,2,2,,
49.II,C,4,Rtt,0,+,S,,2,4,5,3,3,3,,
49.II,C,5,Mck,0,+,S,,2,2,2,2,2,2,,
49.II,C,6,Brk,0,+,S,,2,2,2,2,2,2,,
49.II,D,1,Wld,B,-,0,,2,2,2,4,4,5,,
49.II,D,2,Mnt,B,-,0,,2,4,4,4,4,4,,
49.II,D,3,WDf,B,-,0,,2,4,4,6,5,6,,
49.II,D,4,Rtt,B,-,0,,3,4,5,6,4,5,,
49.II,D,5,Mck,B,-,0,,3,2,4,5,5,5,,
49.II,D,6,Brk,B,-,0,,3,4,4,5,6,7,,
50.I,A,1,Bxh,B,+,0,,3,4,6,8,7,7,,
50.I,A,2,RdM,B,+,0,,2,4,5,8,7,8,,
50.I,A,3,UTM,B,+,0,,5,7,9,12,12,12,,
50.I,A,4,Arb,B,+,0,,2,2,2,2,2,2,,
50.I,A,5,RdM,B,+,0,,3,3,5,2,2,5,,
50.I,A,6,Mdv,B,+,0,,2,2,2,3,3,3,,
50.I,B,1,Bxh,B,+,S,,2,3,5,6,6,5,,
50.I,B,2,RdM,B,+,S,,2,2,3,4,3,3,,
50.I,B,3,UTM,B,+,S,,2,2,4,4,5,5,,
50.I,B,4,Arb,B,+,S,,2,2,2,3,2,0,,
50.I,B,5,RdM,B,+,S,,2,2,3,4,5,6,,
50.I,B,6,Mdv,B,+,S,,3,3,2,3,3,2,,
50.I,C,1,Bxh,0,-,0,,4,5,6,7,8,8,,
50.I,C,2,RdM,0,-,0,,3,4,6,6,7,7,,
50.I,C,3,UTM,0,-,0,,2,2,4,3,3,3,,
50.I,C,4,Arb,0,-,0,,3,2,3,3,3,3,,
50.I,C,5,RdM,0,-,0,,2,3,4,4,4,4,,
50.I,C,6,Mdv,0,-,0,,1,2,2,3,3,3,,
50.I,D,1,Bxh,0,+,0,,2,2,4,4,7,5,,
50.I,D,2,RdM,0,+,0,,2,2,2,4,4,4,,
50.I,D,3,UTM,0,+,0,,3,3,4,6,4,4,,
50.I,D,4,Arb,0,+,0,,2,2,2,1,2,2,,
50.I,D,5,RdM,0,+,0,,3,5,6,6,8,9,,
50.I,D,6,Mdv,0,+,0,,1,2,3,4,3,3,,
50.II,A,1,Bxh,0,+,S,,3,4,7,5,5,7,,
50.II,A,2,RdM,0,+,S,,3,4,5,6,6,5,,
50.II,A,3,UTM,0,+,S,,3,3,5,5,4,7,,
50.II,A,4,Arb,0,+,S,,2,2,2,3,3,3,,
50.II,A,5,RdM,0,+,S,,2,4,4,5,6,6,,
50.II,A,6,Mdv,0,+,S,,2,2,2,2,2,1,,
50.II,B,1,Bxh,0,-,S,,2,2,2,3,3,2,,
50.II,B,2,RdM,0,-,S,,2,2,3,4,4,4,,
50.II,B,3,UTM,0,-,S,,2,3,2,3,4,2,,
50.II,B,4,Arb,0,-,S,,4,4,2,4,4,2,,
50.II,B,5,RdM,0,-,S,,3,3,6,6,6,6,,
50.II,B,6,Mdv,0,-,S,,2,2,2,2,3,2,,
50.II,C,1,Bxh,B,-,0,,2,2,4,5,5,5,,
50.II,C,2,RdM,B,-,0,,3,2,3,4,5,6,,
50.II,C,3,UTM,B,-,0,,2,2,5,4,4,5,,
50.II,C,4,Arb,B,-,0,,3,3,3,3,3,3,,
50.II,C,5,RdM,B,-,0,,2,4,4,4,4,5,,
50.II,C,6,Mdv,B,-,0,,1,1,1,3,3,1,,
50.II,D,1,Bxh,B,-,S,,2,2,2,2,1,2,,
50.II,D,2,RdM,B,-,S,,3,4,4,6,6,5,,
50.II,D,3,UTM,B,-,S,,3,4,4,3,3,3,,
50.II,D,4,Arb,B,-,S,,3,3,1,1,2,3,,
50.II,D,5,RdM,B,-,S,,3,4,4,4,4,4,,
50.II,D,6,Mdv,B,-,S,,2,2,1,1,1,0,,
